
question,answer,topic
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=2 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=2, d=2 thì giá trị là 11.",Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=51 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=51+34=85.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=53 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=53+23=76.,SearchInformed
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=2 và độ sâu lời giải d=6, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=2, d=6 thì giá trị là 247.",Search
Bạn hãy định nghĩa Backtracking search trong CSP,"Là tìm kiếm theo chiều sâu trên không gian gán biến, quay lui khi một gán trị vi phạm ràng buộc.",CSP
Bạn có thể cho biết Resolution trong logic mệnh đề suy ra gì từ hai mệnh đề?,"Từ (A∨B) và (¬A∨C) suy ra (B∨C), sau khi loại bỏ cặp bổ sung A và ¬A.",Logic
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=26 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=26+20=46.,SearchInformed
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=28 và heuristic h(n)=32, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=28+32=60.,SearchInformed
"Hãy viết phủ định tương đương của công thức ∀m ∃n Teaches(m,n).","Phủ định: ¬∀m∃nTeaches(m,n) ≡ ∃m ∀n ¬Teaches(m,n).",LogicFOL
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=20, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=20 thì b·m = 180 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=51 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=51+34=85.,SearchInformed
"Bạn có thể cho biết Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=7, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=7 thì giá trị là 403106.",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=15, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 21 + 15 = 36.,SearchInformed
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=8 thì b·m = 16 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∃a ∀b Teaches(a,b).","Phủ định: ¬∃a∀bTeaches(a,b) ≡ ∀a ∃b ¬Teaches(a,b).",LogicFOL
Backtracking search trong CSP nghĩa là gì?,"Là tìm kiếm theo chiều sâu trên không gian gán biến, quay lui khi một gán trị vi phạm ràng buộc.",CSP
Bạn hãy cho biết Thuật toán AC-3 được dùng để làm gì?,Duy trì/khôi phục arc consistency bằng cách duyệt hàng đợi các cung và loại bỏ giá trị không hỗ trợ.,CSP
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=11 và heuristic h(n)=38, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=11+38=49.,SearchInformed
"Trong A*, nếu một nút có chi phí đã đi g(n)=43 và heuristic h(n)=33, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=43+33=76.,SearchInformed
"Trong A*, nếu một nút có chi phí đã đi g(n)=34 và heuristic h(n)=36, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=34+36=70.,SearchInformed
Hãy trình bày Học không giám sát thường nhằm mục tiêu gì?,"Tìm cấu trúc ẩn như phân cụm, giảm chiều, phát hiện bất thường… từ dữ liệu không nhãn.",MachineLearning
Giải quyết xung đột (conflict resolution) trong hệ luật được định nghĩa như thế nào?,"Là chiến lược chọn luật sẽ áp dụng khi có nhiều luật cùng thỏa điều kiện, ví dụ ưu tiên luật cụ thể nhất hoặc mới nhất.",Knowledge
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=37, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=21+37=58.,SearchInformed
"Bạn hãy giải thích Trong Iterative Deepening Search (IDS), với cây đều b=2 và độ sâu lời giải d=4, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=2, d=4 thì giá trị là 57.",Search
Các khoảng cách phổ biến trong KNN được định nghĩa như thế nào?,"Thường dùng Euclidean (L2), Manhattan (L1), Minkowski; với văn bản có thể dùng cosine distance/similarity.",KNN
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=14 thì b·m = 70 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∃u ∀v R(u,v).","Phủ định: ¬∃u∀vR(u,v) ≡ ∀u ∃v ¬R(u,v).",LogicFOL
Bạn hãy nêu Tác tử phản xạ dựa trên mô hình khác gì phản xạ đơn giản?,"Có trạng thái nội bộ và mô hình cập nhật để theo dõi phần thế giới không quan sát trực tiếp, từ đó ra hành động.",Agents
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=4 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=4, m=23 thì b·m = 92 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy giải thích IDS (Iterative Deepening Search) kết hợp lợi ích gì của BFS và DFS?,IDS có bộ nhớ như DFS nhưng tính hoàn chỉnh như BFS và tối ưu theo độ sâu khi chi phí bước bằng nhau.,Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=16 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=16+34=50.,SearchInformed
Khái niệm KNN là gì?,KNN (k-nearest neighbors) là thuật toán học máy phân loại hoặc hồi quy dựa trên việc tìm k láng giềng gần nhất theo một khoảng cách và đưa ra nhãn của điểm mới bằng đa số phiếu hoặc trung bình.,KNN
"Trong A*, nếu một nút có chi phí đã đi g(n)=30 và heuristic h(n)=47, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=30+47=77.,SearchInformed
Bạn hãy nêu Môi trường quan sát hoàn toàn khác môi trường quan sát một phần như thế nào?,Quan sát hoàn toàn: cảm biến cho trạng thái đầy đủ; quan sát một phần: cảm biến chỉ cung cấp thông tin không đầy đủ/không chính xác.,Agents
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=35, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 21 + 35 = 56.,SearchInformed
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=3 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=3, m=23 thì b·m = 69 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy giải thích Học có giám sát yêu cầu dạng dữ liệu nào?,Yêu cầu dữ liệu có nhãn: mỗi mẫu x đi kèm nhãn y; mô hình học ánh xạ y=f(x).,MachineLearning
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=73 và heuristic h(n)=49, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=73+49=122.,SearchInformed
"Bạn có thể cho biết Trong Iterative Deepening Search (IDS), với cây đều b=4 và độ sâu lời giải d=8, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=4, d=8 thì giá trị là 116505.",Search
"Hãy viết phủ định tương đương của công thức ∃x ∀y Knows(x,y).","Phủ định: ¬∃x∀yKnows(x,y) ≡ ∀x ∃y ¬Knows(x,y).",LogicFOL
Hãy trình bày Greedy Best-First Search khác A* ở điểm nào?,"Greedy chọn nút có h(n) nhỏ nhất (bỏ qua g), nên có thể nhanh nhưng không tối ưu; A* cân bằng g và h.",SearchInformed
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=17, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=17 thì b·m = 153 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=6 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=6, m=23 thì b·m = 138 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=23, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=23 thì b·m = 115 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=17 và heuristic h(n)=6, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 17 + 6 = 23.,SearchInformed
Bạn hãy cho biết Alpha–beta pruning giúp giảm gì trong minimax?,"Giảm số nút cần đánh giá bằng cách cắt các nhánh không thể ảnh hưởng kết quả cuối, nhưng vẫn cho cùng quyết định như minimax.",Adversarial
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^2 = (b^(d+1)−1)/(b−1) = 13.,Search
Ontology trong biểu diễn tri thức được định nghĩa như thế nào?,"Là đặc tả chính thức các khái niệm, thuộc tính và quan hệ trong một miền tri thức, hỗ trợ chia sẻ và suy luận.",Knowledge
Bạn hãy giải thích Mạng ngữ nghĩa (semantic network) biểu diễn gì?,"Biểu diễn khái niệm và quan hệ dưới dạng đồ thị, hỗ trợ suy diễn bằng lan truyền thuộc tính và quan hệ IS-A/PART-OF.",Knowledge
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=30 và heuristic h(n)=47, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=30+47=77.,SearchInformed
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=14 thì b·m = 28 (đơn vị tỷ lệ, bỏ hằng số).",Search
Ontology trong biểu diễn tri thức nghĩa là gì?,"Là đặc tả chính thức các khái niệm, thuộc tính và quan hệ trong một miền tri thức, hỗ trợ chia sẻ và suy luận.",Knowledge
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=4. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^4 = (b^(d+1)−1)/(b−1) = 1555.,Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=7 và heuristic h(n)=40, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=7+40=47.,SearchInformed
"Trong A*, nếu một nút có chi phí đã đi g(n)=65 và heuristic h(n)=2, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=65+2=67.,SearchInformed
"Bạn hãy cho biết Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=4, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=4 thì giá trị là 179.",Search
Bạn có thể cho biết Môi trường quan sát hoàn toàn khác môi trường quan sát một phần như thế nào?,Quan sát hoàn toàn: cảm biến cho trạng thái đầy đủ; quan sát một phần: cảm biến chỉ cung cấp thông tin không đầy đủ/không chính xác.,Agents
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=5, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=5 thì b·m = 25 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy nêu Tác tử phản xạ đơn giản hoạt động theo nguyên tắc nào?,"Dựa trên các luật điều kiện–hành động, chọn hành động chỉ từ trạng thái nhận thức hiện tại mà không dùng mô hình nội bộ của thế giới.",Agents
"Bạn hãy giải thích Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=2 thì giá trị là 38.",Search
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=7 và lời giải nông nhất ở độ sâu d=9. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 7 + 7^2 + … + 7^9 = (b^(d+1)−1)/(b−1) = 47079208.,Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=11 và heuristic h(n)=40, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=11+40=51.,SearchInformed
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=11 và heuristic h(n)=5, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=11+5=16.,SearchInformed
Bạn có thể cho biết Chương trình tác tử khác gì hàm tác tử?,Hàm tác tử là mô tả trừu tượng ánh xạ P*→A; chương trình tác tử là hiện thực cụ thể chạy trên một kiến trúc phần cứng/phần mềm.,Agents
Các khoảng cách phổ biến trong KNN nghĩa là gì?,"Thường dùng Euclidean (L2), Manhattan (L1), Minkowski; với văn bản có thể dùng cosine distance/similarity.",KNN
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=58 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=58+23=81.,SearchInformed
Bạn hãy định nghĩa Hợp nhất (unification) trong FOL,"Là tìm phép thế (substitution) cho biến để hai biểu thức trở nên đồng nhất, thường dùng trong resolution và suy diễn.",LogicFOL
Bạn hãy cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^7 = (b^(d+1)−1)/(b−1) = 97656.,Search
Bạn hãy định nghĩa Ontology trong biểu diễn tri thức,"Là đặc tả chính thức các khái niệm, thuộc tính và quan hệ trong một miền tri thức, hỗ trợ chia sẻ và suy luận.",Knowledge
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=6. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^6 = (b^(d+1)−1)/(b−1) = 1093.,Search
Bạn có thể cho biết Local search khác tree/graph search ở điểm nào?,"Local search thường chỉ giữ một (hoặc vài) trạng thái hiện tại và cải thiện dần, không lưu đường đi đầy đủ.",SearchInformed
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∃a ∀b Likes(a,b).","Phủ định: ¬∃a∀bLikes(a,b) ≡ ∀a ∃b ¬Likes(a,b).",LogicFOL
Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=4. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^4 = (b^(d+1)−1)/(b−1) = 1555.,Search
Hãy trình bày Học phần IT3160 tập trung vào những mảng chính nào của AI?,"Tập trung vào tác tử thông minh, giải quyết vấn đề bằng tìm kiếm, logic & suy diễn, biểu diễn tri thức và giới thiệu học máy.",IntroAI
Bạn hãy nêu Bidirectional search hiệu quả khi nào?,"Hiệu quả khi có thể sinh trạng thái ngược từ đích và hai hướng tìm kiếm gặp nhau, thường giảm độ phức tạp từ b^d xuống b^(d/2).",Search
"Bạn hãy định nghĩa Trong NLP, bài toán gán nhãn thực thể (NER)","Nhận diện và phân loại các thực thể có tên trong văn bản như người, tổ chức, địa điểm, thời gian…",Applications
Khái niệm Arc consistency (nhất quán cung) nghĩa là gì?,Một cung X→Y là nhất quán nếu với mọi giá trị của X luôn tồn tại ít nhất một giá trị của Y thỏa ràng buộc giữa chúng.,CSP
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∃x ∀y R(x,y).","Phủ định: ¬∃x∀yR(x,y) ≡ ∀x ∃y ¬R(x,y).",LogicFOL
Bạn hãy giải thích Tác tử phản xạ dựa trên mô hình khác gì phản xạ đơn giản?,"Có trạng thái nội bộ và mô hình cập nhật để theo dõi phần thế giới không quan sát trực tiếp, từ đó ra hành động.",Agents
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^2 = (b^(d+1)−1)/(b−1) = 7.,Search
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=6 và độ sâu cực đại m=5, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=6, m=5 thì b·m = 30 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=8. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^8 = (b^(d+1)−1)/(b−1) = 9841.,Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=58 và heuristic h(n)=24, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=58+24=82.,SearchInformed
Bạn hãy nêu Luật sản xuất IF–THEN biểu diễn tri thức kiểu gì?,"Biểu diễn tri thức dạng điều kiện–kết luận/hành động, phù hợp hệ chuyên gia và suy diễn dựa trên luật.",Knowledge
Bạn hãy giải thích DFS có ưu điểm và nhược điểm chính gì?,"Ưu: bộ nhớ thấp, dễ cài đặt; Nhược: không hoàn chỉnh trên không gian vô hạn và không tối ưu.",Search
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=11, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=11 thì b·m = 88 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Trò chơi deterministic, zero-sum, perfect information có ý nghĩa gì?",Deterministic: không ngẫu nhiên; zero-sum: lợi ích tổng bằng 0; perfect information: mọi trạng thái đều quan sát được đầy đủ.,Adversarial
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=31 và heuristic h(n)=10, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=31+10=41.,SearchInformed
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=14 thì b·m = 28 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=45 và heuristic h(n)=45, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=45+45=90.,SearchInformed
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=6 và độ sâu cực đại m=26, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=6, m=26 thì b·m = 156 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∃m ∀n S(m,n).","Phủ định: ¬∃m∀nS(m,n) ≡ ∀m ∃n ¬S(m,n).",LogicFOL
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=6 và độ sâu cực đại m=20, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=6, m=20 thì b·m = 120 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=16 và heuristic h(n)=30, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 16 + 30 = 46.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=38 và heuristic h(n)=6, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=38+6=44.,SearchInformed
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=20, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=20 thì b·m = 160 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=57 và heuristic h(n)=19, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=57+19=76.,SearchInformed
Bạn có thể cho biết Gradient descent cập nhật tham số theo công thức tổng quát nào?,"θ ← θ − η ∇θ J(θ), trong đó η là learning rate và J là hàm mất mát/cost.",MachineLearning
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=2 và heuristic h(n)=16, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=2+16=18.,SearchInformed
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=9. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^9 = (b^(d+1)−1)/(b−1) = 1023.,Search
"Trong học máy, bộ (T, P, E) của Mitchell biểu diễn gì?","T: nhiệm vụ, P: thước đo hiệu năng, E: kinh nghiệm/dữ liệu; một hệ học khi P cải thiện trên T nhờ E.",MachineLearning
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=19 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=19+34=53.,SearchInformed
Modus Ponens có dạng nào?,Nếu P→Q đúng và P đúng thì suy ra Q đúng.,Logic
"Bạn hãy giải thích Môi trường tĩnh, động và bán động khác gì?",Tĩnh: không đổi khi tác tử suy nghĩ; động: có thể đổi trong lúc tác tử cân nhắc; bán động: môi trường không đổi nhưng điểm hiệu quả thay đổi theo thời gian.,Agents
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=50 và heuristic h(n)=49, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=50+49=99.,SearchInformed
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=2, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=2 thì giá trị là 51.",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=10 và heuristic h(n)=12, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=10+12=22.,SearchInformed
Bạn hãy giải thích Backpropagation tính toán gì trong mạng nơ-ron?,Tính gradient của hàm mất mát theo từng trọng số bằng quy tắc dây chuyền để cập nhật tham số.,DeepLearning
"Bạn hãy nêu Hãy viết phủ định tương đương của công thức ∀i ∃j Teaches(i,j).","Phủ định: ¬∀i∃jTeaches(i,j) ≡ ∃i ∀j ¬Teaches(i,j).",LogicFOL
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∃m ∀n Likes(m,n).","Phủ định: ¬∃m∀nLikes(m,n) ≡ ∀m ∃n ¬Likes(m,n).",LogicFOL
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=8. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^8 = (b^(d+1)−1)/(b−1) = 488281.,Search
"Bạn hãy cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=6 và độ sâu cực đại m=26, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=6, m=26 thì b·m = 156 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy cho biết Tác tử học (learning agent) gồm những thành phần nào?,"Thường gồm phần thực thi (performance element), phần học (learning element), phần phê bình (critic) và phần tạo trải nghiệm (problem generator).",Agents
Bạn hãy cho biết Vì sao AI cần tri thức và suy diễn?,Tri thức giúp mô tả thế giới và nhiệm vụ; suy diễn giúp rút ra kết luận/ra quyết định từ tri thức và quan sát.,IntroAI
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=57 và heuristic h(n)=27, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 57 + 27 = 84.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=40 và heuristic h(n)=0, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=40+0=40.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=35, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 21 + 35 = 56.,SearchInformed
